respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,switzerland_region_primary_regional_languages,collector_type_source,Wie alt sind Sie?,Was ist Ihr Geschlecht?,Wie viele Personen leben in Ihrem Haushalt?,In welcher Art von Unterkunft wohnen Sie?,,,,Welche Art von Strom beziehen Sie hauptsächlich?,"Denken Sie, dass die zunehmende Erzeugung erneuerbarer Energien Herausforderungen für das Stromsystem mit sich bringt? Wenn ja, welche?Falls Sie es nicht wissen, können Sie gerne ‚wn‘ (weiss nicht) schreiben.",Welche der folgenden Konsequenzen der zunehmenden Einspeisung von erneuerbaren Energien ist aus Ihrer Sicht problematisch? (Nur eine Antwort möglich)?,"Bitte bewerten Sie, wie wichtig es für Sie ist, die folgenden Haushaltsgeräte jederzeit nutzen zu können (1 = sehr unwichtig, 5 = sehr wichtig)",,,,,,"Könnten Sie sich vorstellen, eines der folgenden Haushaltsgeräte für einen begrenzten Zeitraum nicht einzuschalten, wenn Sie vom Elektrizitätswerk darum gebeten werden?",,,,,,"Würde sich Ihre Bereitschaft erhöhen, die folgenden Haushaltsgeräte nicht zu nutzen, wenn Sie dafür eine finanzielle Belohnung erhalten würden?",,,,,,,,,,,,"Könnten Sie sich vorstellen, von Ihrem Elektrizitätswerk benachrichtigt zu werden (z. B. per SMS oder App), wenn das Stromnetz stark ausgelastet ist?","Könnten Sie sich vorstellen, einen intelligenten Zwischenstecker (Smart Plug) an Ihren Geräten zu installieren, damit Ihr Elektrizitätswerk Ihren Beitrag messen und Sie entsprechend vergüten kann?",Wie hoch ist Ihr monatliches Haushaltsnettoeinkommen?,Was ist Ihr höchster Bildungsabschluss?,Welche der folgenden Parteien entspricht am ehesten Ihrer politischen Präferenz?,Gender,Age,Device
118866936667,460861130,05/16/2025 03:47:04 PM,05/16/2025 03:49:36 PM,,,,,e6e07bcdeb0d07c4393d0dbacd,386207,smc,47,Weiblich,2,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,Wn,Herausforderungen für die Stabilität der Netze,4,5 = sehr wichtig,5 = sehr wichtig,4,4,4,"Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",10%,Nein,,Nein,,Nein,,"Ja, f",,"Ja, f",,Ja,Ja,Über 10.000 CHF,Promotion oder höher,Schweizerische Volkspartei (SVP),female,45_to_60,android_mobile
118866935206,460861130,05/16/2025 03:45:41 PM,05/16/2025 03:49:18 PM,,,,,6332d9d342ce8aa5b61d382956,386207,smc,30,Weiblich,3,Wohnung (Eigentum),,,,Eine Mischung aus konventionellem Strom und Ökostrom,Solar ,Steigende Strompreise für Verbraucher,4,4,5 = sehr wichtig,4,5 = sehr wichtig,4,"Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, +",12%,"Ja, +",15%,"Ja, +",41%,"Ja, f",10%,"Ja, f",21%,"Ja, +",10%,Ja,Ja,5.001 - 7.000 CHF,Fachhochschule/Bachelor,Evangelische Volkspartei (EVP),female,18_to_29,ios_mobile
118866936450,460861130,05/16/2025 03:46:48 PM,05/16/2025 03:49:01 PM,,,,,740aa299e7994ad657ef72f3f4,386207,smc,30,Weiblich,3,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",wn,Steigende Strompreise für Verbraucher,3,4,4,5 = sehr wichtig,5 = sehr wichtig,4,"Ja, für mehr als 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, f",8%,"Ja, +",10%,"Ja, +",12%,"Ja, +",13%,"Ja, +",25%,"Ja, +",14%,Ja,Ja,7.001 - 10.000 CHF,Fachhochschule/Bachelor,Sozialdemokratische Partei der Schweiz (SP),female,30_to_44,ios_mobile
118866935483,460861130,05/16/2025 03:45:33 PM,05/16/2025 03:48:41 PM,,,,,f2082c8a1a9e1d0948d7d10ca1,386207,smc,43,Männlich,4,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wn,Steigende Strompreise für Verbraucher,3,4,2,2,4,3,"Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden",,6%,"Ja, +",,,7%,"Ja, +",,"Ja, +",,"Ja, +",,Nein,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Keine Angabe,male,30_to_44,ios_mobile
118866936312,460861130,05/16/2025 03:46:37 PM,05/16/2025 03:48:35 PM,,,,,ab9b20bddc606f23682dd16bc1,386207,smc,41,Männlich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Ja sicher,Bedrohung der Rentabilität von Stromunternehmen,3,2,5 = sehr wichtig,4,4,4,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",35%,Nein,5%,"Ja, +",10%,"Ja, +",10%,"Ja, f",10%,"Ja, +",30%,Ja,Ja,7.001 - 10.000 CHF,Berufsausbildung/Lehre/Maturität,Grüne Partei der Schweiz (GPS),male,30_to_44,ios_mobile
118866935967,460861130,05/16/2025 03:45:58 PM,05/16/2025 03:48:20 PM,,,,,599e3117696be6ecdf67658c3b,386207,smc,23,Weiblich,2,Wohnung (Eigentum),,,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht ,Steigende Strompreise für Verbraucher,3,3,3,2,3,2,"Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,Nein,Nein,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,Sozialdemokratische Partei der Schweiz (SP),female,18_to_29,ios_mobile
118866934557,460861130,05/16/2025 03:44:19 PM,05/16/2025 03:48:14 PM,,,,,fc6dfffa09d7a3f798d1cda9c4,386207,smc,46,Männlich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht,Steigende Strompreise für Verbraucher,3,5 = sehr wichtig,5 = sehr wichtig,4,5 = sehr wichtig,3,"Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden",Nein,0%,"Ja, +",9%,"Ja, f",30%,"Ja, f",15%,"Ja, +",10%,"Ja, +",5%,Ja,Ja,5.001 - 7.000 CHF,Universität/Master,Sozialdemokratische Partei der Schweiz (SP),male,45_to_60,android_mobile
118866935058,460861130,05/16/2025 03:44:55 PM,05/16/2025 03:47:43 PM,,,,,ec7f23a6ebebe307fe8f4a8a99,386207,smc,26,Männlich,1,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Ne,Herausforderungen für die Stabilität der Netze,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,3,5 = sehr wichtig,5 = sehr wichtig,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, f",,"Ja, f",,"Ja, +",,"Ja, f",,"Ja, f",,Ja,Nein,3.000 - 5.000 CHF,Universität/Master,FDP.Die Liberalen (FDP),male,18_to_29,android_mobile
118866928634,460861130,05/16/2025 03:36:01 PM,05/16/2025 03:47:22 PM,,,,,bf5578217cf35510264d3ac6c2,386207,smc,51,Männlich,1,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Das sehe ich auch so ,Bedrohung der Rentabilität von Stromunternehmen,4,4,4,4,4,4,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, f",10%,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Die Mitte,male,45_to_60,ios_mobile
118866933543,460861130,05/16/2025 03:43:10 PM,05/16/2025 03:46:43 PM,,,,,4f2b613d8579346d6f33ce6719,386207,smc,38,Männlich,1,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)","speicherung, transport",Steigende Strompreise für Verbraucher,2,5 = sehr wichtig,4,5 = sehr wichtig,2,2,"Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, +",20%,Nein,,Nein,,Nein,,"Ja, +",20%,"Ja, +",20%,Ja,Ja,7.001 - 10.000 CHF,Fachhochschule/Bachelor,Grünliberale Partei (GLP),male,30_to_44,other
118866929307,460861130,05/16/2025 03:36:46 PM,05/16/2025 03:46:38 PM,,,,,bbc06d3e6b4228cd0a9c9c41a5,386207,smc,33,Weiblich,3,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,"Ja, die zunehmende Erzeugung erneuerbarer Energien bringt Herausforderungen wie schwankende Einspeisung, Speicherbedarf, Netzausbau und die Notwendigkeit flexibler Steuerungssysteme mit sich.",Bedrohung der Rentabilität von Stromunternehmen,5 = sehr wichtig,4,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,4,"Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, f",,"Ja, +",,"Ja, f",,"Ja, +",,,10%,,20%,Nein,Ja,7.001 - 10.000 CHF,Universität/Master,Sozialdemokratische Partei der Schweiz (SP),female,30_to_44,ios_mobile
118866933392,460861130,05/16/2025 03:43:01 PM,05/16/2025 03:46:12 PM,,,,,eb6ed8201da266b7efd414077e,386207,smc,25,Weiblich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Nicht klar ob es reicht,Herausforderungen für die Stabilität der Netze,4,5 = sehr wichtig,2,4,3,2,"Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",4%,"Ja, +",15%,"Ja, f",0%,"Ja, +",25%,"Ja, +",10%,"Ja, f",2%,Ja,Ja,7.001 - 10.000 CHF,Fachhochschule/Bachelor,Ich habe keine feste Parteipräferenz,female,18_to_29,android_mobile
118866931995,460861130,05/16/2025 03:41:09 PM,05/16/2025 03:46:10 PM,,,,,a08b9903562d0724cb2c8caf2b,386207,smc,26,Weiblich,1,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,"Ja, wir wären dann von der Natur abhängig",Steigende Strompreise für Verbraucher,3,3,5 = sehr wichtig,2,2,3,"Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",5%,"Ja, +",5%,Nein,,"Ja, f",,"Ja, f",,"Ja, +",5%,Ja,Ja,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Die Mitte,female,18_to_29,ios_mobile
118866934042,460861130,05/16/2025 03:44:06 PM,05/16/2025 03:45:51 PM,,,,,0ae27d54dd23e15cbf0b88a395,386207,smc,47,Männlich,2,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Zu wenig Strom,Steigende Strompreise für Verbraucher,4,5 = sehr wichtig,3,5 = sehr wichtig,3,2,"Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden",,6%,,9%,,11%,"Ja, f",,"Ja, f",,,6%,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),male,45_to_60,ios_mobile
118866935000,460861130,05/16/2025 03:44:45 PM,05/16/2025 03:45:29 PM,,,,,338b34880912205d64d7be791c,,smc,30,Weiblich,2,,Wohnung (Miete),,,Weiss nicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118866933882,460861130,05/16/2025 03:43:47 PM,05/16/2025 03:45:00 PM,,,,,9360974ab0f170431b060c7ed9,386207,smc,24,Männlich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),wn,Steigende Strompreise für Verbraucher,2,3,3,4,3,4,"Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),male,18_to_29,ios_mobile
118866930245,460861130,05/16/2025 03:38:40 PM,05/16/2025 03:44:13 PM,,,,,6e273989ce8e64270dddf45a7d,386207,smc,44,Männlich,1,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Strom wird wieder billiger ,Herausforderungen für die Stabilität der Netze,2,4,2,3,4,4,"Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden","Ja, f",5%,Nein,,Nein,,Nein,,"Ja, f",40%,Nein,,Ja,Ja,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,male,30_to_44,pc_mac
118866930393,460861130,05/16/2025 03:38:31 PM,05/16/2025 03:44:10 PM,,,,,27f75330282e267a056bbaad40,386207,smc,54,Männlich,3,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Ja,Herausforderungen für die Stabilität der Netze,3,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,3,1 = sehr unwichtig,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, +",,Nein,,Nein,,,10%,Nein,,"Ja, f",,Ja,Nein,7.001 - 10.000 CHF,Fachhochschule/Bachelor,Schweizerische Volkspartei (SVP),male,45_to_60,ios_mobile
118866932976,460861130,05/16/2025 03:42:25 PM,05/16/2025 03:44:06 PM,,,,,7f802beea97283c0f3bdca80e3,386207,smc,33,Männlich,4,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nichtp,Bedrohung der Rentabilität von Stromunternehmen,2,2,2,2,3,3,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, +",5%,"Ja, +",6%,"Ja, +",7%,"Ja, +",10%,"Ja, +",9%,"Ja, +",9%,Ja,Ja,5.001 - 7.000 CHF,Fachhochschule/Bachelor,Grüne Partei der Schweiz (GPS),male,30_to_44,ios_mobile
118866931782,460861130,05/16/2025 03:40:54 PM,05/16/2025 03:43:59 PM,,,,,f86c2384c92e5cbc97fda825fa,386207,smc,25,Weiblich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),"Ja, wie können mehr sparen und der Umwelt weniger schaden",Herausforderungen für die Stabilität der Netze,5 = sehr wichtig,5 = sehr wichtig,3,4,5 = sehr wichtig,5 = sehr wichtig,"Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für mehr als 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",10%,Nein,,"Ja, f",9%,Nein,,Nein,,"Ja, +",20%,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Sozialdemokratische Partei der Schweiz (SP),female,18_to_29,ios_mobile
118866930866,460861130,05/16/2025 03:39:22 PM,05/16/2025 03:42:48 PM,,,,,c94de58269c093ceefd17f7a2b,386207,smc,30,Weiblich,3,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht,Steigende Strompreise für Verbraucher,4,5 = sehr wichtig,4,4,5 = sehr wichtig,5 = sehr wichtig,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,Schweizerische Volkspartei (SVP),female,18_to_29,ios_mobile
118866931402,460861130,05/16/2025 03:40:02 PM,05/16/2025 03:42:39 PM,,,,,e54b90b99d930302bb98d806f2,386207,smc,51,Weiblich,3,,,,Haus (Eigentum),Weiss nicht,wn,Keine der genannten Konsequenzen ist problematisch,3,3,3,3,3,3,"Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,Ja,Ja,7.001 - 10.000 CHF,Grundschule,Sozialdemokratische Partei der Schweiz (SP),female,45_to_60,pc_windows
118866930240,460861130,05/16/2025 03:39:04 PM,05/16/2025 03:42:38 PM,,,,,513f2169b88554aeb3e3b14a0f,386207,smc,47,Männlich,2,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Zu wenig Strom vorhanden ,Steigende Strompreise für Verbraucher,5 = sehr wichtig,4,4,4,5 = sehr wichtig,4,"Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden",,5%,"Ja, f",,"Ja, f",,,7%,,6%,,10%,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),male,45_to_60,ios_mobile
118866930534,460861130,05/16/2025 03:38:57 PM,05/16/2025 03:42:27 PM,,,,,015551000fb0234836a9b3cc25,386207,smc,18,Männlich,3,Wohnung (Eigentum),,,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Ja eeil es halt nicht daüfr anfangs konzipiert wurde,Steigende Strompreise für Verbraucher,3,4,2,3,4,3,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, +",10%,Nein,,Nein,,Nein,,Nein,,"Ja, +",10%,Ja,Ja,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),male,18_to_29,ios_mobile
118866928259,460861130,05/16/2025 03:35:52 PM,05/16/2025 03:42:22 PM,,,,,092049e00f1773a2a2d4fd0a0e,386207,smc,36,Weiblich,3,,,Haus (Miete),,Eine Mischung aus konventionellem Strom und Ökostrom,wn,Herausforderungen für die Stabilität der Netze,4,4,1 = sehr unwichtig,4,4,4,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden",Nein,,Nein,,"Ja, f",,"Ja, f",,Nein,,Nein,,Ja,Nein,Über 10.000 CHF,Universität/Master,Die Mitte,female,30_to_44,pc_windows
118866931009,460861130,05/16/2025 03:38:32 PM,05/16/2025 03:41:07 PM,,,,,868071a743bcd822cbb9e6667c,386207,smc,52,Weiblich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),fsf,Herausforderungen für die Stabilität der Netze,1 = sehr unwichtig,4,3,4,4,2,"Nein, auf keinen Fall","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, f",7%,"Ja, f",43%,"Ja, +",16%,Nein,13%,Nein,16%,"Ja, f",17%,Ja,Nein,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Die Mitte,female,45_to_60,pc_windows
118866928820,460861130,05/16/2025 03:36:57 PM,05/16/2025 03:41:00 PM,,,,,dbf539797350a879edde69d218,386207,smc,51,Weiblich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weis nicht ,Steigende Strompreise für Verbraucher,2,2,2,2,2,2,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,Nein,Nein,Keine Angabe,Berufsausbildung/Lehre/Maturität,Keine Angabe,female,45_to_60,android_mobile
118866930110,460861130,05/16/2025 03:38:36 PM,05/16/2025 03:40:36 PM,,,,,eb22c6423df7aff7acef5065fb,386207,smc,31,Weiblich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wn,Keine der genannten Konsequenzen ist problematisch,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,1 = sehr unwichtig,5 = sehr wichtig,5 = sehr wichtig,"Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, +",,"Ja, +",,"Ja, +",,Nein,,"Ja, +",,"Ja, +",,Nein,Nein,Unter 3.000 CHF,Sekundarschule/Realschule,Ich habe keine feste Parteipräferenz,female,30_to_44,ios_mobile
118866926962,460861130,05/16/2025 03:34:25 PM,05/16/2025 03:38:59 PM,,,,,e0c01edf27a24374237f713622,386207,smc,45,Weiblich,4,,Wohnung (Miete),,,Weiss nicht,"Nicht vorhersehbar, irgendwann bricht das system zusammen",Herausforderungen für die Stabilität der Netze,3,5 = sehr wichtig,3,3,5 = sehr wichtig,3,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",15%,Nein,,"Ja, +",10%,"Ja, +",10%,Nein,,"Ja, +",15%,Ja,Nein,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,female,45_to_60,ios_mobile
118866926796,458224841,05/16/2025 03:34:02 PM,05/16/2025 03:38:30 PM,178.197.219.86,,,,,,,22,Weiblich,1,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,wn,Steigende Strompreise für Verbraucher,1 = sehr unwichtig,1 = sehr unwichtig,4,4,5 = sehr wichtig,1 = sehr unwichtig,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",10%,"Ja, f",10%,Nein,,Nein,,Nein,,"Ja, f",0%,Ja,Ja,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,,,
118866928003,460861130,05/16/2025 03:35:56 PM,05/16/2025 03:38:26 PM,,,,,2c8057f73c6fec86fdf63348c1,386207,smc,26,Männlich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht,Steigende Strompreise für Verbraucher,4,3,4,3,4,4,"Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, f",,"Ja, +",4%,Nein,,Nein,,Nein,,Nein,,Ja,Ja,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,Die Mitte,male,30_to_44,android_mobile
118866928061,460861130,05/16/2025 03:34:40 PM,05/16/2025 03:38:18 PM,,,,,15c57044419979de59732a950d,386207,smc,47,Männlich,2,,Wohnung (Miete),,,Weiss nicht,weiss nicht,Steigende Strompreise für Verbraucher,2,4,3,3,4,4,"Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Die Mitte,male,45_to_60,pc_windows
118866807581,458224841,05/16/2025 12:23:52 PM,05/16/2025 12:29:11 PM,81.6.40.108,,,,,,,45,Männlich,4,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Die Netzstabilität ist schwieriger zu managen. Der Strom koventioneller Kraftwerke fliesst vorhersehbar und unterliegt keinen Spitzen auf Grund von Windböen oder Einbrüchen wenn grad eine Wolke den Himmel verdunkelt.,Herausforderungen für die Stabilität der Netze,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, f",0%,Nein,0%,Nein,0%,Nein,0%,"Ja, f",0%,Nein,0%,Ja,Ja,Über 10.000 CHF,Universität/Master,FDP.Die Liberalen (FDP),,,
